MMV name	SMILES	"Pbluc (Single Point Inhibition, %)"	"HepG2tox (Single Point Inhibition, %)"	IC50 PbLuc  2nd Round Average (CDD Vault)	IC90 PbLuc  2nd Round Average (CDD Vault)	 Hill slope PbLuc 2nd Round (CDD Vault)	R squared PbLuc 2nd Round (CDD Vault)	CC50 HepG2tox 2nd Round average (CDD Vault)	CC90 HepG2tox 2nd Round average (CDD Vault)	 Hill slope HepG2tox 2nd Round (CDD Vault)	R squared HepG2tox 2nd Round (CDD Vault)	IC50 FfLuc 2nd round (CDD Vault)	IC90 FfLuc 2nd round (CDD Vault)	 Hill slope FfLuc 2nd Round (CDD Vault)	R squared FfLuc 2nd Round (CDD Vault)
 MMV013744	COC1=CC=C(C=C1)C1=CN=CC(=N1)C1=CC=C(N)C=C1	89.6		7.82	11.7	5.46	0.534	> 11.9	> 11.9			> 11.9	> 11.9		
 MMV013772	C(NC1=NC(=CN2C=CN=C12)C1=CC=CC=C1)C1=CC=NC=C1	87.5		3.76	4.49	12.4	0.482	7.04	> 11.0	2.19	0.99	> 11.0	> 11.0		
 MMV013816	FC1=C(Cl)C=C(C=C1)C1=C2N=CC=C(NCCCN3CCOCC3)N2N=C1	90.9		4.05	> 8.46	1.9	0.489	> 8.46	> 8.46			> 8.46	> 8.46		
 MMV013848	CN(C)CCNC(=O)C1=CC=C(C=C1)C1=C(N)N=CC(=C1)C1=CC2=CC=CC=C2S1	90.1		> 7.92	> 7.92			> 7.92	> 7.92			> 7.92	> 7.92		
 MMV013894	COC1=C(C=C(C=C1)C(C)C)C1=NC2=CC=NN2C(=C1)N1CCCC1CO	83.5		2.09	6.95	1.83	0.512	> 9.01	> 9.01	1.35	0.737	> 9.01	> 9.01		
 MMV013902	COC1=CC(OC)=C(C=C1)C1=C2N=C(NC3=CC=C(OC)N=C3)C=CN2N=C1	89.1		3.03	3.63	12.3	0.558	> 8.74	> 8.74	6.09	0.857	> 8.74	> 8.74		
 MMV013918	COC1=CC=C(C=C1)C1=CN=CC(=N1)C1=CC(OC)=C(O)C=C1	89.6		0.274	0.463	4.2	0.828	0.358	0.433	11.5	0.964	> 10.7	> 10.7		
 MMV014058	COC1=CC(=CC(OC)=C1OC)C1=CC(NCC2=CC=CC(=C2)C(F)(F)F)=NC=N1	92.5		0.859	> 7.87	0.944	0.459	> 7.87	> 7.87			> 7.87	> 7.87	0.883	0.362
 MMV014357	CC1=C(C=C(O1)C(C)(C)C)C(=O)NC1=CC(C)=NC(C)=N1	87.1	-63	> 11.5	> 11.5			> 11.5	> 11.5			> 11.5	> 11.5		
 MMV014673	NC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1	87.2		4.52	5.46	11.6	0.65	5.95	> 12.8	1	0.963	> 12.8	> 12.8		
 MMV014707	COC1=CC(NC2=C3C=CC=CC3=NC(=N2)C(F)(F)F)=CC(OC)=C1OC	93.8	27	4.12	> 10.0	1.58	0.452	> 10.0	> 10.0	10.4	0.414	> 10.0	> 10.0		
 MMV014966	O=C(CN1CSCC1=O)NC1=NC2=CC=CC=C2N1	85.0		> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV015270	CC1=NOC(C2=C(C)N=NS2)=C1C(=O)NC(=O)NC1=CC(Cl)=CC(Cl)=C1	85.4	-20	2.34	3.02	8.7	0.518	2.64	> 8.00	1.43	0.987	> 8.00	> 8.00		
 MMV015946	CCNC(=O)C1CCCN(CC1)C(=O)C1=C(C)ON=C1C1=CC=CC=C1	84.9		> 9.28	> 9.28			> 9.28	> 9.28			> 9.28	> 9.28		
 MMV016087	CS(=O)(=O)NC1=CC=CC(=C1)C1=CN2C(C=N1)=NC=C2C1=CC(O)=CC=C1	97.3		7.45	8.16	23.9	0.257	> 8.67	> 8.67	7.05	0.671	> 8.67	> 8.67		
 MMV016088	COC1=C(O)C=CC(=C1)C1=CN=C2C=NC(=CN12)C1=CN=C(N)C=C1	91.9		2.33	4.1	3.91	0.793	> 9.90	> 9.90	2.67	0.695	> 9.90	> 9.90		
 MMV016109	COC1=NC=C(C=C1)C1=CN2C(C=N1)=NC=C2C1=CC=C2N=CC=CC2=C1	94.6		1.04	4.4	1.52	0.763	2.33	8.31	1.73	0.987	> 9.34	> 9.34		
 MMV016127	OCC1=CC=C(C=C1)C1=CN=C2C=NC(=CN12)C1=CC=CS1	90.5		9.27	10.6	16.2	0.35	> 10.7	> 10.7			> 10.7	> 10.7		
 MMV016128	OCC1=C(C=CC=C1)C1=CN2C(C=N1)=NC=C2C1=CC=C2N=CC=CC2=C1	100.0		0.107	0.468	1.49	0.863	0.495	> 9.36	0.72	0.902	> 9.36	> 9.36		
 MMV016463	COC1=CC(=CC(OC)=C1)C1=CN2C(C=N1)=NC=C2C1=CC=C(CO)C=C1	97.3		5.42	8.34	5.1	0.643	> 9.13	> 9.13			> 9.13	> 9.13		
 MMV016470	OCC1=CC=C(C=C1)C1=CN=C2C=NC(=CN12)C1=C(Cl)C=CC=C1	93.2		4.84	9.11	3.47	0.368	> 9.83	> 9.83	2.47	0.702	> 9.83	> 9.83		
 MMV016472	CC1=C(C=CC=C1)C1=CN2C(C=N1)=NC=C2C1=CC2=C(OCO2)C=C1	90.5		0.263	0.821	1.93	0.734	0.864	> 10.0	0.84	0.902	> 10.0	> 10.0		
 MMV016492	NC1=NC=C(C=C1)C1=CN2C(C=N1)=NC=C2C1=CC(OC(F)(F)F)=CC=C1	91.9		3.39	4.23	9.99	0.381	> 8.89	> 8.89			> 8.89	> 8.89		
 MMV016499	COC1=CN=CC(=C1)C1=CN=C2SC(NCC3CCOCC3)=NN12	87.8		1.25	1.51	11.6	0.526	> 9.55	> 9.55	1.52	0.935	> 9.55	> 9.55		
 MMV016501	CC1=C(C=CC=C1)C1=CN2C(C=N1)=NC=C2C1=CC=C(CO)C=C1	97.3		2.1	10.4	1.37	0.689	> 10.5	> 10.5	0.675	0.753	> 10.5	> 10.5		
 MMV016518	COC1=NC=C(C=C1)C1=CN=C2SC(NCCC3=NC=CC=C3)=NN12	87.7		> 9.36	> 9.36			> 9.36	> 9.36			> 9.36	> 9.36		
 MMV016744	O=C(NC1=NC2=CC=CC=C2N1)C1=CN(CC2=CC=CC=C2)N=C1C1=CC=CN=C1	"83.46, 36.571"	"-42, 15"	7.1	> 10.0	3.18	0.533	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV016909	C(CC1=NC=CC=C1)NC1=NN2C(S1)=NC=C2C1=CSC=C1	89.4		> 10.1	> 10.1			> 10.1	> 10.1			> 10.1	> 10.1		
 MMV017049	COC1=CC=C(NC2=CC(C)=NC(NC3=CC=C(OC)C=C3)=N2)C=C1	83.5		3.32	3.93	13	0.323	> 10.0	> 10.0	1.69	0.922	> 10.0	> 10.0		
 MMV018678	ClC1=CC(NC(=O)NC2=CC(=NN2)C2=CC=CS2)=CC(Cl)=C1	84.2	22	7.95	9.3	14.1	0.219	> 9.34	> 9.34			> 9.34	> 9.34	1.15	0.0672
 MMV018680	FC(F)(F)OC1=CC=C(NC(=O)NC2=CC(=NN2)C2=CC=CC=C2)C=C1	84.2	43	3.3	4.02	11.1	0.558	> 9.11	> 9.11			> 9.11	> 9.11		
 MMV018684	CC1=CC=C(C=C1C)N1N=C(C=C1NC(=O)NC1=CC=C(OC(F)(F)F)C=C1)C1=CC=C(OC(F)(F)F)C=C1	92.1	-3	5.99	> 6.00	17.9	0.245	> 6.00	> 6.00			> 6.00	> 6.00	0.93	0.122
 MMV019326	NC1=NC(N2CCCCCC2)=C(C#N)C2=C3CC(=O)N(C3=NC(N)=C12)C1=CC=C(F)C=C1	90.6		1.1	1.19	30.3	0.605	> 10.0	> 10.0			4.87	4.94	141	0.168
 MMV019342	NCCCNC1=CC=NC2=CC(Cl)=CC=C12	92.8		8.74	> 14.0	2.91	0.438	> 14.0	> 14.0			> 14.0	> 14.0		
 MMV019370	FC(F)(F)C1=CC(=CC(NC(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)=C1)C(F)(F)F	93.4		> 6.81	> 6.81			> 6.81	> 6.81			> 6.81	> 6.81		
 MMV019454	CC1=CC(NC(=S)NCCCCN2CCN(CC2)C2=CC(Cl)=CC=C2)=CC(C)=C1	90.8	-16	7.54	> 7.66	3.55	0.0766	> 7.66	> 7.66			> 7.66	> 7.66		
 MMV019506	CC1(C)N=C(N)N=C(N)N1C1=CC=C(C=C1)[N+]([O-])=O	86.6	-5	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV019724	OC1=C2N=CC=CC2=CC=C1C(NC1=NC2=CC=CC=C2S1)C1=CC=C(OC(F)F)C=C1	89.8		5.55	> 10.0	3.46	0.323	9.61	> 10.0	1.55	0.989	4.84	8.04	4.34	0.728
 MMV019837	CN1C(SC2=C3C=CSC3=NC=N2)=NC2=CC=CC=C12	87.9	2	4.26	5.38	9.4	0.756	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV019855	CC(=O)NC1=CC=C(C=C1)C1NC(=O)NC(C2=CC=CC=C2)=C1C1=NC2=CC=CC=C2S1	90.9	-12	> 10.0	> 10.0			> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020103	COC1=C(OC)C=C(NC2=CC=NC3=CC(Cl)=CC=C23)C=C1	90.6	13	7.03	> 10.0	3.3	0.578	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020320	CC1=NN=C(NC(=O)C2=CN(N=C2C2=CC=CC=C2C)C2=CC=CC=C2)O1	90.1		0.114	0.255	2.72	0.839	> 10.0	> 10.0	0.258	0.871	> 10.0	> 10.0		
 MMV020333	FC1=CC=C(C=C1)C1=CC2=NC=NC(N3CCN(CCN4CCCC4)CC3)=C2S1	88.7		9.86	> 10.0	17	0.345	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020342	ClC1=CC=CC=C1C(CNC(=O)CC1=CC=CS1)C1=CNC2=CC=CC=C12	90.1		5.2	9.35	3.75	0.47	> 10.0	> 10.0			7.25	> 10.0	3.31	0.784
 MMV020357	CC1CN(CC2=CSC(NC3=CC=CC=C3)=N2)CC(C)O1	93.0		7.335	9.23	"20.5, 3.85"	"0.234, 0.496"	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020498	FC1=CC=CC=C1C(=O)NCCCNC1=C2C=CC(Cl)=CC2=NC=C1	85.6		1.93	6.19	1.88	0.797	> 9.22	> 9.22			> 9.22	> 9.22		
 MMV020499	FC1=CC=CC=C1C(=O)NCCNC1=C2C=CC(Cl)=CC2=NC=C1	85.6		2.31	8.82	1.64	0.842	7	> 9.60	1.85	0.95	> 9.60	> 9.60		
 MMV020533	CC1=C(C)C2=C(N=C(CSC3=CC=CC=C3)N=C2S1)N1CCN(CC(=O)NC2CC2)CC1	83.6		5.13	> 10.0	2.61	0.67	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020534	FC(F)(F)C1=CC=C(Cl)C(NC(=O)C(N2CCN(CC(=O)NC3CC3)CC2)C2=CC=CC=C2)=C1	94.8		9.79	> 10.0	23.1	0.27	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020566	CN(CC1=CC=C(O1)C1=CC=C(Cl)C=C1)S(=O)(=O)C1=C(C)ON=C1C	84.5		> 10.0	> 10.0			> 10.0	> 10.0	0.493	0.466	5.82	> 10.0	2.03	0.675
 MMV020576	CC(SC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1)C(=O)NC1CC1	92.7	10	5.37	5.53	75.9	0.255	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020644	CC1=C(CC2=CC=C(C=C2)C(C)(C)C)C(=O)N(N1)C1=NC(C)=CC(C)=N1	87.1		1.03	> 9.42	0.924	0.378	> 9.42	> 9.42			> 9.42	> 9.42		
 MMV020690	COCCN1C(C)=CC(C(=O)CN2C(=O)NC(C)(C2=O)C2=CC=C(C=C2)C(C)(C)C)=C1C	89.5		6.15	> 10.0	3.36	0.275	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020751	ClC1=CC=C2C(NCC3=CC=CC=C3)=CC=NC2=C1	87.8	33	3.19	4.19	8.08	0.339	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020766	ClC1=CC=C(NC(=S)N\N=C\C2=CC=CC=N2)C=C1Cl	86.4	41	7.65	> 10.1	6.84	0.4	> 10.1	> 10.1	7.56	0.274	> 10.1	> 10.1		
 MMV020795	CCCCN1C(=NC2=CC(=CC=C12)S(N)(=O)=O)C(C)OC1=CC=C(Cl)C=C1Cl	92.6		0.233	0.529	2.68	0.804	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV020978	FC(F)(F)C1=C(N=CC=C1)N1CCN(CC1)C1=NC=C(NC(=O)C2=CC=CS2)C=C1	89.0		0.307	0.867	2.12	0.656	> 7.61	> 7.61			> 7.61	> 7.61		
 MMV020979	FC(F)(F)C1=NN(C=C1)C1=CC=C(NC(=O)C2=CC=CS2)C=C1	91.2		1.14	3.61	1.9	0.777	> 9.78	> 9.78			> 9.78	> 9.78		
 MMV026476	FC(F)(F)OC1=CC=C(C=C1)C1=CN=C2C=CC(NCC3=CC=NC=C3)=NN12	89.1		0.649	1.17	3.72	0.739	> 8.56	> 8.56	0.34	0.62	> 8.56	> 8.56		
 MMV032612	FC(F)(F)OC1=CC=C(NC2=NC=C3C=C(NC3=C2)C2=NC=CC=C2)C=C1	86.8	44	3.82	5.04	7.97	0.35	9.53	> 10.0	10.1	0.985	> 10.0	> 10.0		
 MMV032619	FC(F)(F)C1=CC(NC2=NC=C3C=C(NC3=C2)C2=NC=CC=C2)=CC=C1	83.6	45	9.04	> 10.0	15.4	0.209	> 10.0	> 10.0	12.3	0.757	> 10.0	> 10.0		
 MMV032621	COC1=CC(C)=C(NC2=NC=C3C=C(NC3=C2)C2=CC(=CC=C2)C(F)(F)F)C=C1	85.2	47	8.34	> 10.0	11.9	0.386	> 10.0	> 10.0	8.02	0.0629	> 10.0	> 10.0		
 MMV032780	CC(=O)NC1=CC=C(NC2=NC=C3C=C(NC3=C2)C2=CC(F)=CC=C2)C=C1	86.0	31	4.6	9.16	3.2	0.299	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV032795	CN(C)C(=O)C1=CC=C(C=C1)C1=CC2=CN=C(NC3=CC(C)=CC=C3)C=C2N1	83.2	22	6.24	> 10.0	3.6	0.546	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV032802	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC=CS1	94.6	30	1.84	2.75	5.5	0.751	> 10.0	> 10.0	1.84	0.871	> 10.0	> 10.0		
 MMV032804	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(=CC=C1)C(N)=O	91.3	47	0.271	0.628	2.62	0.854	8.51	> 10.0	1.55	0.943	> 10.0	> 10.0		
 MMV032806	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CN=CC=C1	95.6	46	0.572	1.22	2.89	0.74	7.85	> 10.0	3.69	0.964	> 10.0	> 10.0		
 MMV032811	COC1=C(OC)C=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(F)=CC=C1	91.3	39	0.958	1.27	7.81	0.531	9.28	> 10.0	3.03	0.965	> 10.0	> 10.0		
 MMV032815	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(N)=CC=C1	89.1	17	0.481	3.85	1.06	0.553	7.91	> 10.0	0.765	0.894	> 10.0	> 10.0		
 MMV032817	COC1=C(OC)C=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CC=C(NC(C)=O)C=C1	88.0	27	0.0264	0.053	3.16	0.759	2.04	> 10.0	0.646	0.97	> 10.0	> 10.0		
 MMV032842	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CN=CC=C1	92.4	32	0.606	4.84	1.06	0.743	7.13	> 10.0	1.81	0.991	> 10.0	> 10.0		
 MMV032862	COC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=C(NC(C)=O)C=C1	83.7	38	0.202	3.39	0.779	0.716	6.28	> 10.0	0.992	0.946	> 10.0	> 10.0		
 MMV032873	CN(C)CCNC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(NS(C)(=O)=O)=CC=C1	91.3	46	0.447	1.3	2.06	0.888	3.16	> 10.0	1.31	0.978	> 10.0	> 10.0		
 MMV032881	COC1=CC=CC(=C1)C1=NC2=CC=NC(NCC3=CC=CC=C3)=C2N1	92.4	17	1.93	7.99	1.55	0.567	> 10.0	> 10.0	1.62	0.805	> 10.0	> 10.0		
 MMV032882	COC1=CC=CC(=C1)C1=NC2=CC=NC(NCCC3=CC=CC=C3)=C2N1	90.2	9	3.11	7.63	2.45	0.513	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV032885	COC1=C(OC)C=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(=O)NCCN(C)C	90.2	16	0.172	0.309	3.74	0.793	6.95	> 10.0	0.532	0.94	> 10.0	> 10.0		
 MMV032897	CN(C)CCNC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(F)=CC=C1	93.5	18	6.13	9.29	5.28	0.0552	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV032898	COC1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(=O)NCCN(C)C	96.7	31	1.69	4.07	2.49	0.769	7.84	> 10.0	1.5	0.971	> 10.0	> 10.0		
 MMV032905	C(NC1=C2NC(=NC2=CC=N1)C1=CC=CC=C1)C1=CC=CC=C1	94.6	25	2.19	7.44	1.79	0.522	> 10.0	> 10.0	2.3	0.763	> 10.0	> 10.0		
 MMV032906	CC1=CC=CC(=C1)C1=NC2=CC=NC(NCC3=CC=CC=C3)=C2N1	90.2	13	3.51	9.18	2.29	0.394	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV032917	FC1=CC=CC(=C1)C1=NC2=CC=NC(NCC3=CC=CC=C3)=C2N1	94.6	26	0.868	4.56	1.32	0.696	> 10.0	> 10.0	6.86	0.629	> 10.0	> 10.0		
 MMV032918	CN(C)C1=CC(CNC2=C3NC(=NC3=CC=N2)C2=CC(F)=CC=C2)=CC=C1	90.2	35	3.37	5.76	4.1	0.415	> 10.0	> 10.0	3.96	0.788	> 10.0	> 10.0		
 MMV032930	C(CC1=CC=CC=C1)NC1=C2NC(=NC2=CC=N1)C1=CC=CC=C1	95.6	29	1.21	4.09	1.8	0.435	> 10.0	> 10.0	7.38	0.753	> 10.0	> 10.0		
 MMV032931	FC(F)(F)OC1=CC=CC(=C1)C1=NC2=CC=NC(NCCC3=CC=NC=C3)=C2N1	86.9	21	3.37	> 10.0	1.07	0.518	> 10.0	> 10.0	0.393	0.649	> 10.0	> 10.0		
 MMV032941	FC(F)(F)OC1=CC=CC(=C1)C1=NC2=CC=NC(NCCC3=NC=CC=C3)=C2N1	92.4	34	3.34	7.15	2.89	0.498	> 10.0	> 10.0	1.56	0.653	> 10.0	> 10.0		
 MMV032946	COCCCNC1=C2NC(=NC2=CC=N1)C1=CC(=CC=C1)C(C)C	85.9	24	4.47	> 10.0	2.13	0.522	> 10.0	> 10.0	0.453	0.728	> 10.0	> 10.0		
 MMV032961	FC(F)(F)OC1=CC=CC(=C1)C1=NC2=CC=NC(NCC3=NC=CC=C3)=C2N1	85.9	22	2.04	> 10.0	0.809	0.487	> 10.0	> 10.0	0.276	0.811	> 10.0	> 10.0		
 MMV032962	CN(C)C1=CC=C(CNC2=C3NC(=NC3=CC=N2)C2=CC(F)=C(F)C=C2)C=C1	86.9	49	0.941	9.24	0.962	0.864	5.95	> 10.0	2.98	0.951	> 10.0	> 10.0		
 MMV032980	FC1=CC=CC(=C1)C1=NC2=CC=NC(NCCC3=NC=CC=C3)=C2N1	83.7	14	3.38	4.02	12.8	0.152	> 10.0	> 10.0	2.04	0.803	> 10.0	> 10.0		
 MMV032981	CN(C)C1=CC(CNC2=C3NC(=NC3=CC=N2)C2=CC=NC=C2)=CC=C1	83.7	26	> 10.0	> 10.0	2.45	0.108	> 10.0	> 10.0	5.86	0.729	> 10.0	> 10.0		
 MMV032984	COCCCNC1=C2NC(=NC2=CC=N1)C1=CC(OC(F)(F)F)=CC=C1	92.4	29	5.72	> 10.0	3.71	0.224	> 10.0	> 10.0	4.74	0.77	> 10.0	> 10.0		
 MMV033003	OCC1=CC=C(C=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	85.9	19	1.24	1.91	5.07	0.745	> 10.0	> 10.0	8.03	0.878	> 10.0	> 10.0		
 MMV033008	CC(=O)NC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=COC=C1	88.0	10	3.52	4.31	10.9	0.566	> 10.0	> 10.0	1.85	0.784	> 10.0	> 10.0		
 MMV033009	FC(F)(F)C1=CC(=CC=C1)C1=NN2C(C=C1)=NC=C2C1=CN=CC=C1	89.1	21	1.36	2.23	4.46	0.619	> 10.0	> 10.0	12.4	0.643	> 10.0	> 10.0		
 MMV033010	OCC1=CC=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(OC(F)(F)F)=CC=C1	86.9	-8	1.01	3.46	1.79	0.869	> 10.0	> 10.0	8.34	0.955	9.53	> 10.0	15.5	0.126
 MMV033011	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC2=C(OCO2)C=C1	86.9	43	1.46	7.88	1.3	0.851	6.19	> 10.0	1.55	0.983	> 10.0	> 10.0		
 MMV033014	CNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=C(NC(C)=O)C=C1	92.4	10	1.62	2.63	4.52	0.725	> 10.0	> 10.0	1.21	0.751	> 10.0	> 10.0		
 MMV033016	C1=C(N2N=C(C=CC2=N1)C1=CN=CC=C1)C1=CN=CC=C1	83.7	37	0.778	2.92	1.66	0.633	5.18	> 10.0	1.17	0.949	> 10.0	> 10.0		
 MMV033020	CC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(=CC=C1)C(F)(F)F	95.6	41	0.353	0.407	15.4	0.713	7.41	> 10.0	2.43	0.95	> 10.0	> 10.0		
 MMV033021	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=COC=C1	90.2	22	2.41	6.77	2.12	0.552	> 10.0	> 10.0	0.314	0.72	> 10.0	> 10.0		
 MMV033023	CN(C)CCNC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=CS1	91.3	33	3.15	3.6	16.5	0.648	7.41	> 10.0	1.5	0.975	> 10.0	> 10.0		
 MMV033029	CN(C)CCNC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=C(F)C=C1	83.7	24	4.88	> 10.0	2.09	0.253	> 10.0	> 10.0	10.3	0.505	> 10.0	> 10.0		
 MMV033048	OCCNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC(CO)=CC=C1	88.0	30	3.09	3.67	12.7	0.352	> 10.0	> 10.0	1.86	0.81	> 10.0	> 10.0		
 MMV033053	COC1=CC=C(C=C1)C1=NC2=CC=NC(NCC3=CC=C(Cl)C=C3)=C2N1	88.0	20	2.27	4.74	2.99	0.272	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV033057	CNC(=O)C1=CC=CC(=C1)C1=NN2C(C=C1)=NC=C2C1=CC=C(CO)C=C1	97.8	26	1.39	> 10.0	1.06	0.813	> 10.0	> 10.0	13.1	0.574	> 10.0	> 10.0		
 MMV033075	ClC1=C(C=CC=C1)C1=NC2=CC=NC(NCC3=CC=CC=C3)=C2N1	88.0	28	3.21	4.04	9.56	0.749	> 10.0	> 10.0	1.64	0.835	> 10.0	> 10.0		
 MMV033076	CC(C)C1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=CC(C)=CC=C2)C=C1	84.8	37	8.58	> 10.0	13.4	0.519	> 10.0	> 10.0	8.42	0.9	> 10.0	> 10.0		
 MMV033082	FC(F)(F)C1=CC=CC(=C1)C1=NC2=CC=NC(NC3=CC=CC=C3)=C2N1	88.0	37	3.2	> 10.0	1.73	0.502	> 10.0	> 10.0	0.1	0.0271	> 10.0	> 10.0		
 MMV033085	CC(C)C1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=CC(F)=CC=C2)C=C1	95.6	48	1.39	> 10.0	0.872	0.722	> 10.0	> 10.0	1.91	0.651	> 10.0	> 10.0		
 MMV033095	FC1=CC=CC(=C1)C1=NC2=CC=NC(NC3=CC=CC=C3)=C2N1	85.9	27	5.99	> 10.0	2.81	0.545	> 10.0	> 10.0	0.405	0.516	> 10.0	> 10.0		
 MMV033100	CC(C)C1=CC=C(NC2=C3NC(=NC3=CC=N2)C2=CC(F)=C(F)C=C2)C=C1	86.9	36	0.969	> 10.0	0.658	0.852	> 10.0	> 10.0	1.58	0.81	> 10.0	> 10.0		
 MMV033120	ClC1=C(C=CC=C1)C1=NC2=CC=NC(NCCC3=NC=CC=C3)=C2N1	84.8	24	5.37	> 10.0	1.33	0.656	> 10.0	> 10.0	2.25	0.756	> 10.0	> 10.0		
 MMV033122	COC1=C(OC)C=C(NC2=C3NC(=NC3=CC=N2)C2=CC(OC(F)(F)F)=CC=C2)C=C1	94.6	42	3.54	> 10.0	1.95	0.534	> 10.0	> 10.0	10.2	0.678	> 10.0	> 10.0		
 MMV033131	FC1=C(F)C=C(C=C1)C1=NC2=CC=NC(NC3=CC=CC=C3)=C2N1	95.6	25	5.41	> 10.0	2.79	0.219	> 10.0	> 10.0			> 10.0	> 10.0		
 MMV033133	FC(F)(F)OC1=CC=CC(=C1)C1=NC2=CC=NC(NC3=CC=CC=C3)=C2N1	94.6	42	8.84	> 10.0	12.6	0.533	> 10.0	> 10.0	7.94	0.491	> 10.0	> 10.0		
 MMV033135	CC(C)C1=CC=CC(=C1)C1=NC2=CC=NC(NCC3=NC=CC=C3)=C2N1	93.5	37	6.01	> 10.0	3.5	0.343	> 10.0	> 10.0	1.38	0.883	> 10.0	> 10.0		
 MMV033143	COC1=C(OC)C=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(OC(F)(F)F)=CC=C1	96.7	10	1.08	1.23	16.1	0.675	> 10.0	> 10.0			6.8	7.55	21.1	0.421
 MMV033146	CN(C)CCNC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(CO)=CC=C1	96.7	36	0.873	1.58	3.71	0.586	5.82	> 10.0	0.999	0.943	> 10.0	> 10.0		
 MMV033152	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC=CC(=C1)C(F)(F)F	90.2	15	1.64	4.27	2.29	0.849	> 10.0	> 10.0	8.49	0.595	> 10.0	> 10.0		
 MMV033153	COC1=C(OC)C=C(C=C1)C1=CN=C2C=CC(=NN12)C1=CC(Cl)=CC=C1	89.1	19	0.748	5.25	1.13	0.747	> 10.0	> 10.0	1.42	0.94	9.31	> 10.0	18.1	0.385
 MMV033157	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(=NN12)C1=CC(=CC=C1)C(=O)NCCO	84.8	33	1.38	2.32	4.19	0.651	> 10.0	> 10.0	1.87	0.674	> 10.0	> 10.0		
 MMV033160	ClC1=C(C=CC=C1)C1=NC2=CC=NC(NCCC3=CC=CC=C3)=C2N1	86.9	47	2.9	7.97	2.17	0.665	> 10.0	> 10.0	0.707	0.751	> 10.0	> 10.0		
